SMILES,Category,PC1,PC2
CCC/C=C/c1ccccc1/C=C/C(=O)O,AR,0.710338423320106,2.062848222514218
CCC/C=C/c1ccccc1/C=C/C(=O)O,AR,0.710338423320106,2.062848222514218
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCCCCCCC(N)C(O)C(=O)O,LCFA,-1.6371642101269295,-0.33200827047552584
CCCC1OC1C(=O)O,SCFA,-0.2427516619183327,1.1656660292319918
CCCC1OC1C(=O)O,SCFA,-0.2427516619183327,1.1656660292319918
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
CCCCCCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
CCC(C)CC/C=C\C=C\C(=O)O,LCFA,-0.40989543069828094,2.121722206112989
CCC(C)CC/C=C\C=C\C(=O)O,LCFA,-0.40989543069828094,2.121722206112989
O=CNc1cccc(C(=O)O)c1O,AR,2.6945610822315738,-0.7111879022579026
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
CCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CC(C)C[C@@H]1CC[C@@](O)([C@@](C)(O)C(=O)O)O[C@H]1C,LCFA,-0.13888134112757125,1.0985088232740248
CCCCC/C=C/C(=O)O,MCFA,-0.8245954561366007,1.5616113888668859
CCC(C)CCC(=O)O,MCFA,-0.6346635072897238,0.5420740573885041
O=C(O)Cc1ccccc1,AR,0.9569756532881329,0.31474831426248506
CCCCCCCCCC(=O)O,LCFA,-1.2915992604251698,0.17969778608988568
O=C(O)Cc1ccccc1,AR,0.9569756532881329,0.31474831426248506
O=C(O)Cc1ccccc1,AR,0.9569756532881329,0.31474831426248506
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CC(C)C[C@@H](O)CC(=O)O,MCFA,-1.0752734222699314,-0.057773401473243176
O=CNc1cccc(C(=O)O)c1O,AR,2.6945610822315738,-0.7111879022579026
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
NCCCCC(N)C(=O)O,SCFA,-0.4399553212270467,0.21621477496914412
NCCCCC(N)C(=O)O,SCFA,-0.4399553212270467,0.21621477496914412
NCCCCC(N)C(=O)O,SCFA,-0.4399553212270467,0.21621477496914412
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
CCC(=O)O,SCFA,-0.27134838087856006,0.6393155327740148
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CC(C)CCCCCC(=O)O,MCFA,-1.2049511722663637,0.3897260705938418
O=C(O)CCCC(=O)O,SCFA,-0.21640199957275755,0.5228859409577915
O=C(O)Cc1ccccc1,AR,0.9569756532881329,0.31474831426248506
CCC(=O)O,AR,-0.27134838087856006,0.6393155327740148
CCCCCC(O)CC(=O)O,MCFA,-2.5020264888199772,-1.4259921399636233
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCC(C)CCCCC(=O)O,MCFA,-1.0776419085454771,0.35376249824974887
CCCCCCCC(=O)O,MCFA,-1.2915992604251698,0.17969778608988568
CCCCCCCC(=O)O,MCFA,-1.2915992604251698,0.17969778608988568
CCCCCCCC(=O)O,MCFA,-1.2915992604251698,0.17969778608988568
CCCCCCCC(=O)O,MCFA,-1.2915992604251698,0.17969778608988568
CCCCCC(=O)O,SCFA,-1.120020018350314,0.29291999096737464
CCCCCC/C=C\CC(=O)O,LCFA,-1.2266398993411116,0.7715860927367275
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=CNc1cccc(C(=O)O)c1O,AR,2.6945610822315738,-0.7111879022579026
O=CNc1cccc(C(=O)O)c1O,AR,2.6945610822315738,-0.7111879022579026
C/C=C/C=C/C=C/C(=O)O,MCFA,0.3394322555776062,1.9749388983388922
CCC(C)CC/C=C/C=C\C(=O)O,LCFA,-0.40989543069828094,2.121722206112989
CCC(C)CC/C=C/C=C\C(=O)O,LCFA,-0.40989543069828094,2.121722206112989
CCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CC(C)CC/C=C\C=C\C(=O)O,LCFA,-0.35904252680375814,2.2593410626228922
CC(C)CC/C=C\C=C\C(=O)O,LCFA,-0.35904252680375814,2.2593410626228922
CC/C=C/Cc1ccccc1/C=C/C(=O)O,AR,0.8806040185157819,1.9146022385323156
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
C/C=C/C(=O)O,SCFA,0.3634249011446528,1.7007527417970312
C/C=C/C(=O)O,SCFA,0.3634249011446528,1.7007527417970312
CCCCCCCCCCC[C@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
O=C(O)c1ccc[nH]1,AR,1.5475568339769874,0.1875692474821433
O=C(O)c1ccc[nH]1,AR,1.5475568339769874,0.1875692474821433
C[C@@H](O)CC(=O)O,SCFA,-0.7622631292409633,0.1800886696629088
C[C@@H](O)CC(=O)O,SCFA,-0.7622631292409633,0.1800886696629088
C[C@@H](O)CC(=O)O,SCFA,-0.7622631292409633,0.1800886696629088
C[C@@H](O)CC(=O)O,SCFA,-0.7622631292409633,0.1800886696629088
CCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCC[C@H](O)CC(=O)O,LCFA,-2.5020264888199772,-1.4259921399636233
CCCCCCC[C@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCC[C@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCC[C@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCC[C@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
